code,evidence,level,message,mode,page,score,suggested_action,target
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""3,010,602"", ""44,145"", ""373,031"", ""3,480"", ""311,527"", ""8,486"", ""1,954"", ""115,517"", ""3,217"", ""875,048"", ""10,246"", ""1,257"", ""263,594"", ""1,407"", ""136,295"", ""1,540"", ""257,948"", ""3,622"", ""153,307"", ""1,576"", ""111,103"", ""1,581"", ""161,116"", ""4,438""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 51, ""columns"": 10, ""span_count"": 299, ""span_coverage"": 0.8495, ""spans_per_row"": 5.8627, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 10.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 9758, ""table_count"": 1, ""numeric_cell_count"": 204, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [10]}, ""vlm_metrics"": {""chars"": 5173, ""table_count"": 2, ""numeric_cell_count"": 233, ""unknown_token_count"": 0, ""max_table_columns"": 9, ""table_column_counts"": [5, 9]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,101,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 43, ""columns"": 10, ""span_count"": 232, ""span_coverage"": 0.9526, ""spans_per_row"": 5.3953, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 28, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 102, ""status"": ""ok"", ""bbox"": [25.16, 54.19, 380.88, 533.22], ""table_area_ratio"": 0.6823, ""horizontal_line_count"": 3, ""vertical_line_count"": 1, ""line_count"": 45, ""table_line_count"": 43, ""raw_rows"": 43, ""raw_columns"": 10, ""trimmed_rows"": 43, ""trimmed_columns"": 10, ""span_count"": 232, ""assigned_span_count"": 221, ""span_coverage"": 0.9526, ""spans_per_trimmed_row"": 5.3953, ""max_cell_chars"": 28, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010""], ""non_table_text_line_count"": 2, ""non_table_text_chars"": 22}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,102,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 15, ""columns"": 18, ""span_count"": 263, ""span_coverage"": 0.7833, ""spans_per_row"": 17.5333, ""span_per_row_limit"": 54.0, ""max_cell_chars"": 48, ""max_to_median_cell_char_ratio"": 6.8571, ""max_long_text_row_ratio"": 0.1111}, ""coordinate_diagnostics"": {""method"": ""pdf_coordinate_grid"", ""page"": 119, ""status"": ""ok"", ""bbox"": [37.08, 48.26, 397.12, 496.47], ""table_area_ratio"": 0.6462, ""x_line_count"": 22, ""y_line_count"": 16, ""raw_rows"": 15, ""raw_columns"": 21, ""trimmed_rows"": 15, ""trimmed_columns"": 18, ""span_count"": 263, ""assigned_span_count"": 206, ""span_coverage"": 0.7833, ""spans_per_trimmed_row"": 17.5333, ""max_cell_chars"": 48, ""median_cell_chars"": 7.0, ""max_to_median_cell_char_ratio"": 6.8571, ""max_long_text_row_ratio"": 0.1111, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016"", ""col_017"", ""col_018""], ""non_table_text_line_count"": 5, ""non_table_text_chars"": 104}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,119,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""80,396"", ""29,080"", ""3,620"", ""2,829""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 15, ""columns"": 18, ""span_count"": 263, ""span_coverage"": 0.7833, ""spans_per_row"": 17.5333, ""span_per_row_limit"": 54.0, ""max_cell_chars"": 48, ""max_to_median_cell_char_ratio"": 6.8571, ""max_long_text_row_ratio"": 0.1111}, ""coordinate_metrics"": {""chars"": 7862, ""table_count"": 1, ""numeric_cell_count"": 34, ""unknown_token_count"": 0, ""max_table_columns"": 18, ""table_column_counts"": [18]}, ""vlm_metrics"": {""chars"": 3401, ""table_count"": 4, ""numeric_cell_count"": 147, ""unknown_token_count"": 0, ""max_table_columns"": 13, ""table_column_counts"": [8, 9, 10, 13]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,119,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 46, ""columns"": 15, ""span_count"": 223, ""span_coverage"": 0.9776, ""spans_per_row"": 4.8478, ""span_per_row_limit"": 45.0, ""max_cell_chars"": 28, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 121, ""status"": ""ok"", ""bbox"": [38.71, 50.98, 395.18, 550.1], ""table_area_ratio"": 0.7124, ""horizontal_line_count"": 11, ""vertical_line_count"": 15, ""line_count"": 49, ""table_line_count"": 46, ""raw_rows"": 46, ""raw_columns"": 15, ""trimmed_rows"": 46, ""trimmed_columns"": 15, ""span_count"": 223, ""assigned_span_count"": 218, ""span_coverage"": 0.9776, ""spans_per_trimmed_row"": 4.8478, ""max_cell_chars"": 28, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 5.6, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 7, ""fallback_from_columns"": 10, ""fallback_from_spans_per_row"": 31.8571, ""non_table_text_line_count"": 3, ""non_table_text_chars"": 38}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,121,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 37, ""columns"": 13, ""span_count"": 226, ""span_coverage"": 0.9336, ""spans_per_row"": 6.1081, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 51, ""max_to_median_cell_char_ratio"": 10.2, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 122, ""status"": ""ok"", ""bbox"": [25.37, 49.77, 381.31, 488.33], ""table_area_ratio"": 0.6251, ""horizontal_line_count"": 31, ""vertical_line_count"": 39, ""line_count"": 46, ""table_line_count"": 39, ""raw_rows"": 39, ""raw_columns"": 13, ""trimmed_rows"": 37, ""trimmed_columns"": 13, ""span_count"": 226, ""assigned_span_count"": 211, ""span_coverage"": 0.9336, ""spans_per_trimmed_row"": 6.1081, ""max_cell_chars"": 51, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 10.2, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 20, ""fallback_from_columns"": 16, ""fallback_from_spans_per_row"": 11.3, ""non_table_text_line_count"": 7, ""non_table_text_chars"": 224}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,122,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""7,420"", ""6,920"", ""6,600"", ""8,056""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 37, ""columns"": 13, ""span_count"": 226, ""span_coverage"": 0.9336, ""spans_per_row"": 6.1081, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 51, ""max_to_median_cell_char_ratio"": 10.2, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8149, ""table_count"": 1, ""numeric_cell_count"": 121, ""unknown_token_count"": 0, ""max_table_columns"": 13, ""table_column_counts"": [13]}, ""vlm_metrics"": {""chars"": 3094, ""table_count"": 4, ""numeric_cell_count"": 121, ""unknown_token_count"": 0, ""max_table_columns"": 11, ""table_column_counts"": [9, 9, 10, 11]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,122,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 51, ""columns"": 9, ""span_count"": 359, ""span_coverage"": 0.8273, ""spans_per_row"": 7.0392, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 44, ""max_to_median_cell_char_ratio"": 14.6667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 124, ""status"": ""ok"", ""bbox"": [24.29, 50.05, 380.24, 546.89], ""table_area_ratio"": 0.7082, ""horizontal_line_count"": 10, ""vertical_line_count"": 30, ""line_count"": 55, ""table_line_count"": 51, ""raw_rows"": 51, ""raw_columns"": 9, ""trimmed_rows"": 51, ""trimmed_columns"": 9, ""span_count"": 359, ""assigned_span_count"": 297, ""span_coverage"": 0.8273, ""spans_per_trimmed_row"": 7.0392, ""max_cell_chars"": 44, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 14.6667, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 6, ""fallback_from_columns"": 12, ""fallback_from_spans_per_row"": 59.8333, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 96}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,124,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""2,046"", ""1,963"", ""1,804"", ""1,801"", ""2,375""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 51, ""columns"": 9, ""span_count"": 359, ""span_coverage"": 0.8273, ""spans_per_row"": 7.0392, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 44, ""max_to_median_cell_char_ratio"": 14.6667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 7574, ""table_count"": 1, ""numeric_cell_count"": 168, ""unknown_token_count"": 0, ""max_table_columns"": 9, ""table_column_counts"": [9]}, ""vlm_metrics"": {""chars"": 3966, ""table_count"": 2, ""numeric_cell_count"": 229, ""unknown_token_count"": 0, ""max_table_columns"": 9, ""table_column_counts"": [9, 8]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,124,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 40, ""columns"": 14, ""span_count"": 282, ""span_coverage"": 0.8582, ""spans_per_row"": 7.05, ""span_per_row_limit"": 42.0, ""max_cell_chars"": 36, ""max_to_median_cell_char_ratio"": 12.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 125, ""status"": ""ok"", ""bbox"": [38.46, 39.5, 395.24, 497.22], ""table_area_ratio"": 0.6539, ""horizontal_line_count"": 31, ""vertical_line_count"": 66, ""line_count"": 44, ""table_line_count"": 40, ""raw_rows"": 40, ""raw_columns"": 14, ""trimmed_rows"": 40, ""trimmed_columns"": 14, ""span_count"": 282, ""assigned_span_count"": 242, ""span_coverage"": 0.8582, ""spans_per_trimmed_row"": 7.05, ""max_cell_chars"": 36, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 12.0, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 15, ""fallback_from_columns"": 14, ""fallback_from_spans_per_row"": 18.4, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 105}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,125,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""969,649"", ""926,641"", ""911,839"", ""851,509"", ""149,061"", ""159,019"", ""9,390"", ""164,511"", ""158,789"", ""9,421"", ""172,078"", ""165,590"", ""9,864"", ""151,311"", ""149,064"", ""7,129"", ""9,004"", ""8,316"", ""9,213"", ""3,909"", ""3,683"", ""3,385""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch"", ""numeric_cell_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 40, ""columns"": 14, ""span_count"": 282, ""span_coverage"": 0.8582, ""spans_per_row"": 7.05, ""span_per_row_limit"": 42.0, ""max_cell_chars"": 36, ""max_to_median_cell_char_ratio"": 12.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 9392, ""table_count"": 1, ""numeric_cell_count"": 118, ""unknown_token_count"": 0, ""max_table_columns"": 14, ""table_column_counts"": [14]}, ""vlm_metrics"": {""chars"": 3023, ""table_count"": 5, ""numeric_cell_count"": 145, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [10, 10, 8, 8, 8]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,125,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 27, ""columns"": 9, ""span_count"": 163, ""span_coverage"": 0.9571, ""spans_per_row"": 6.037, ""span_per_row_limit"": 27.0, ""max_cell_chars"": 13, ""max_to_median_cell_char_ratio"": 2.1667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 126, ""status"": ""ok"", ""bbox"": [27.51, 39.79, 380.28, 417.13], ""table_area_ratio"": 0.533, ""horizontal_line_count"": 3, ""vertical_line_count"": 5, ""line_count"": 31, ""table_line_count"": 27, ""raw_rows"": 27, ""raw_columns"": 9, ""trimmed_rows"": 27, ""trimmed_columns"": 9, ""span_count"": 163, ""assigned_span_count"": 156, ""span_coverage"": 0.9571, ""spans_per_trimmed_row"": 6.037, ""max_cell_chars"": 13, ""median_cell_chars"": 6.0, ""max_to_median_cell_char_ratio"": 2.1667, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 2, ""fallback_from_columns"": 4, ""fallback_from_spans_per_row"": 81.5, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 87}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,126,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 57, ""columns"": 13, ""span_count"": 369, ""span_coverage"": 0.9919, ""spans_per_row"": 6.4737, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 16.6667, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 127, ""status"": ""ok"", ""bbox"": [39.33, 39.67, 394.03, 539.36], ""table_area_ratio"": 0.7097, ""horizontal_line_count"": 4, ""vertical_line_count"": 6, ""line_count"": 61, ""table_line_count"": 57, ""raw_rows"": 57, ""raw_columns"": 13, ""trimmed_rows"": 57, ""trimmed_columns"": 13, ""span_count"": 369, ""assigned_span_count"": 366, ""span_coverage"": 0.9919, ""spans_per_trimmed_row"": 6.4737, ""max_cell_chars"": 50, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 16.6667, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""non_table_text_line_count"": 4, ""non_table_text_chars"": 44}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,127,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 30, ""columns"": 17, ""span_count"": 158, ""span_coverage"": 1.0, ""spans_per_row"": 5.2667, ""span_per_row_limit"": 51.0, ""max_cell_chars"": 33, ""max_to_median_cell_char_ratio"": 16.5, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 128, ""status"": ""ok"", ""bbox"": [25.16, 39.5, 380.13, 486.34], ""table_area_ratio"": 0.6351, ""horizontal_line_count"": 3, ""vertical_line_count"": 5, ""line_count"": 34, ""table_line_count"": 30, ""raw_rows"": 30, ""raw_columns"": 17, ""trimmed_rows"": 30, ""trimmed_columns"": 17, ""span_count"": 158, ""assigned_span_count"": 158, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 5.2667, ""max_cell_chars"": 33, ""median_cell_chars"": 2.0, ""max_to_median_cell_char_ratio"": 16.5, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016"", ""col_017""], ""non_table_text_line_count"": 4, ""non_table_text_chars"": 65}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,128,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 30, ""columns"": 13, ""span_count"": 138, ""span_coverage"": 1.0, ""spans_per_row"": 4.6, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 48, ""max_to_median_cell_char_ratio"": 16.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 129, ""status"": ""ok"", ""bbox"": [39.48, 90.14, 395.5, 468.53], ""table_area_ratio"": 0.5394, ""horizontal_line_count"": 7, ""vertical_line_count"": 11, ""line_count"": 37, ""table_line_count"": 30, ""raw_rows"": 30, ""raw_columns"": 13, ""trimmed_rows"": 30, ""trimmed_columns"": 13, ""span_count"": 138, ""assigned_span_count"": 138, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 4.6, ""max_cell_chars"": 48, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 16.0, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 4, ""fallback_from_columns"": 5, ""fallback_from_spans_per_row"": 33.5, ""non_table_text_line_count"": 7, ""non_table_text_chars"": 149}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,129,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 29, ""columns"": 7, ""span_count"": 137, ""span_coverage"": 0.9416, ""spans_per_row"": 4.7241, ""span_per_row_limit"": 21.0, ""max_cell_chars"": 19, ""max_to_median_cell_char_ratio"": 2.7143, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 131, ""status"": ""ok"", ""bbox"": [39.09, 39.9, 395.01, 396.79], ""table_area_ratio"": 0.5086, ""horizontal_line_count"": 4, ""vertical_line_count"": 8, ""line_count"": 44, ""table_line_count"": 29, ""raw_rows"": 29, ""raw_columns"": 7, ""trimmed_rows"": 29, ""trimmed_columns"": 7, ""span_count"": 137, ""assigned_span_count"": 129, ""span_coverage"": 0.9416, ""spans_per_trimmed_row"": 4.7241, ""max_cell_chars"": 19, ""median_cell_chars"": 7.0, ""max_to_median_cell_char_ratio"": 2.7143, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007""], ""non_table_text_line_count"": 15, ""non_table_text_chars"": 581}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,131,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
